model,folder,instance_id,k,reached,resolved,n_assistant_prefix,n_calls_prefix,n_repo_edits_prefix,n_edit_files_prefix,edit_churn_prefix,call_unique_ratio_prefix,n_read_prefix,n_edit_prefix,n_search_prefix,n_test_prefix,n_git_prefix,n_install_prefix,n_other_prefix
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15875,20,1,False,20,24,0,0,0.0,0.875,0,2,3,17,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15875,30,0,False,29,33,0,0,0.0,0.8787878787878788,2,3,3,21,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15875,50,0,False,29,33,0,0,0.0,0.8787878787878788,2,3,3,21,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15875,75,0,False,29,33,0,0,0.0,0.8787878787878788,2,3,3,21,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15976,5,1,True,5,7,0,0,0.0,1.0,0,0,1,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15976,10,1,True,10,12,1,1,0.0,0.9166666666666666,0,1,1,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15976,20,1,True,20,22,1,1,0.0,0.9090909090909091,0,1,1,19,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15976,30,0,True,29,31,1,1,0.0,0.9354838709677419,2,2,1,24,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15976,50,0,True,29,31,1,1,0.0,0.9354838709677419,2,2,1,24,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-15976,75,0,True,29,31,1,1,0.0,0.9354838709677419,2,2,1,24,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16450,5,1,True,5,7,1,1,0.0,1.0,0,1,1,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16450,10,1,True,10,15,1,1,0.0,1.0,0,1,1,12,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16450,20,1,True,20,25,3,3,0.0,1.0,0,3,1,18,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16450,30,0,True,23,28,3,3,0.0,1.0,2,4,1,18,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16450,50,0,True,23,28,3,3,0.0,1.0,2,4,1,18,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16450,75,0,True,23,28,3,3,0.0,1.0,2,4,1,18,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16597,5,1,False,5,8,0,0,0.0,1.0,0,0,3,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16597,10,1,False,10,13,0,0,0.0,0.9230769230769231,0,0,3,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16597,20,1,False,20,23,2,2,0.0,0.9130434782608695,0,2,3,17,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16597,30,1,False,30,33,3,3,0.0,0.9393939393939394,0,3,3,26,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16597,50,0,False,41,44,3,3,0.0,0.9545454545454546,2,4,3,33,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16597,75,0,False,41,44,3,3,0.0,0.9545454545454546,2,4,3,33,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16766,5,1,True,5,8,0,0,0.0,1.0,0,0,0,8,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16766,10,1,True,10,14,0,0,0.0,1.0,0,0,0,13,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16766,20,1,True,20,24,2,1,0.5,1.0,0,2,0,21,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16766,30,1,True,30,34,3,1,0.6666666666666666,0.9705882352941176,0,4,0,29,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16766,50,0,True,33,37,3,1,0.6666666666666666,0.972972972972973,2,5,0,29,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16766,75,0,True,33,37,3,1,0.6666666666666666,0.972972972972973,2,5,0,29,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16792,5,1,True,5,8,0,0,0.0,1.0,0,0,1,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16792,10,1,True,10,13,1,1,0.0,1.0,0,1,1,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16792,20,1,True,20,26,3,3,0.0,0.9230769230769231,0,3,1,21,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16792,30,1,True,30,36,4,4,0.0,0.9166666666666666,0,4,1,30,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16792,50,0,True,34,40,4,4,0.0,0.925,2,5,1,31,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16792,75,0,True,34,40,4,4,0.0,0.925,2,5,1,31,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16886,5,1,True,5,7,1,1,0.0,1.0,0,1,0,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16886,10,1,True,10,13,2,1,0.5,0.9230769230769231,0,2,0,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16886,20,0,True,14,17,2,1,0.5,0.8823529411764706,2,3,0,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16886,30,0,True,14,17,2,1,0.5,0.8823529411764706,2,3,0,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16886,50,0,True,14,17,2,1,0.5,0.8823529411764706,2,3,0,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-16886,75,0,True,14,17,2,1,0.5,0.8823529411764706,2,3,0,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17139,5,1,True,5,7,0,0,0.0,1.0,0,0,0,6,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17139,10,1,True,10,12,1,1,0.0,1.0,0,1,0,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17139,20,1,True,20,22,1,1,0.0,0.9545454545454546,0,1,0,18,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17139,30,0,True,23,25,1,1,0.0,0.96,2,2,0,18,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17139,50,0,True,23,25,1,1,0.0,0.96,2,2,0,18,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17139,75,0,True,23,25,1,1,0.0,0.96,2,2,0,18,0,3,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17318,5,1,False,5,8,0,0,0.0,1.0,0,0,1,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17318,10,1,False,10,13,0,0,0.0,0.9230769230769231,0,0,1,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17318,20,1,False,20,24,0,0,0.0,0.9583333333333334,0,1,1,20,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17318,30,0,False,28,33,0,0,0.0,0.9696969696969697,2,2,1,25,2,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17318,50,0,False,28,33,0,0,0.0,0.9696969696969697,2,2,1,25,2,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17318,75,0,False,28,33,0,0,0.0,0.9696969696969697,2,2,1,25,2,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17630,5,1,False,5,6,0,0,0.0,1.0,0,0,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17630,10,1,False,10,11,0,0,0.0,1.0,0,0,1,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17630,20,1,False,20,23,0,0,0.0,1.0,0,0,1,21,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17630,30,1,False,30,33,0,0,0.0,1.0,0,2,1,29,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17630,50,0,False,35,38,0,0,0.0,1.0,2,3,1,30,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17630,75,0,False,35,38,0,0,0.0,1.0,2,3,1,30,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17655,5,1,True,5,7,0,0,0.0,1.0,0,0,1,5,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17655,10,1,True,10,12,0,0,0.0,0.9166666666666666,0,1,1,9,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17655,20,1,True,20,25,0,0,0.0,0.96,0,1,1,22,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17655,30,1,True,30,35,1,1,0.0,0.9428571428571428,0,3,1,29,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17655,50,0,True,32,37,1,1,0.0,0.9459459459459459,2,3,1,29,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-17655,75,0,True,32,37,1,1,0.0,0.9459459459459459,2,3,1,29,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18189,5,1,True,5,6,0,0,0.0,1.0,0,0,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18189,10,1,True,10,11,1,1,0.0,0.9090909090909091,0,1,1,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18189,20,1,True,20,21,1,1,0.0,0.8571428571428571,1,2,1,15,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18189,30,0,True,21,22,1,1,0.0,0.8636363636363636,2,2,1,15,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18189,50,0,True,21,22,1,1,0.0,0.8636363636363636,2,2,1,15,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18189,75,0,True,21,22,1,1,0.0,0.8636363636363636,2,2,1,15,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18199,5,1,False,5,8,0,0,0.0,1.0,0,0,1,7,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18199,10,1,False,10,15,0,0,0.0,1.0,0,0,1,9,4,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18199,20,1,False,20,25,0,0,0.0,1.0,0,1,1,18,4,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18199,30,1,False,30,35,0,0,0.0,1.0,0,1,1,27,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18199,50,0,False,33,38,0,0,0.0,1.0,2,2,1,27,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18199,75,0,False,33,38,0,0,0.0,1.0,2,2,1,27,5,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18211,5,1,True,5,8,0,0,0.0,1.0,0,0,0,7,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18211,10,1,True,10,17,0,0,0.0,1.0,0,0,1,15,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18211,20,1,True,20,28,1,1,0.0,1.0,0,1,1,23,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18211,30,1,True,30,40,2,2,0.0,1.0,0,3,1,33,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18211,50,0,True,32,42,2,2,0.0,1.0,2,3,1,33,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18211,75,0,True,32,42,2,2,0.0,1.0,2,3,1,33,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18698,5,1,True,5,9,0,0,0.0,0.8888888888888888,0,0,1,7,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18698,10,1,True,10,17,0,0,0.0,0.9411764705882353,0,0,1,15,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18698,20,1,True,20,29,2,2,0.0,0.9655172413793104,0,2,1,25,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18698,30,1,True,30,43,3,3,0.0,0.9767441860465116,0,3,1,38,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18698,50,0,True,38,51,3,3,0.0,0.9803921568627451,2,4,1,43,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18698,75,0,True,38,51,3,3,0.0,0.9803921568627451,2,4,1,43,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18763,5,1,False,5,9,0,0,0.0,1.0,0,0,1,8,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18763,10,1,False,10,15,0,0,0.0,1.0,0,0,1,13,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18763,20,1,False,20,27,2,2,0.0,0.9629629629629629,0,2,1,22,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18763,30,1,False,30,37,2,2,0.0,0.972972972972973,0,2,1,30,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18763,50,0,False,38,45,2,2,0.0,0.9777777777777777,2,3,1,33,4,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-18763,75,0,False,38,45,2,2,0.0,0.9777777777777777,2,3,1,33,4,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19040,5,1,True,5,7,0,0,0.0,0.8571428571428571,0,0,1,5,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19040,10,1,True,10,12,0,0,0.0,0.9166666666666666,0,0,1,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19040,20,1,True,20,22,0,0,0.0,0.9545454545454546,0,0,1,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19040,30,1,True,30,32,0,0,0.0,0.96875,0,0,1,30,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19040,50,1,True,50,52,0,0,0.0,0.9615384615384616,0,0,1,50,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19040,75,1,True,75,77,1,1,0.0,0.948051948051948,2,2,1,70,0,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19346,5,1,True,5,6,0,0,0.0,1.0,0,0,1,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19346,10,1,True,10,11,1,1,0.0,0.9090909090909091,0,1,1,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19346,20,1,True,20,22,2,1,0.5,0.9090909090909091,1,3,1,16,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19346,30,0,True,21,23,2,1,0.5,0.9130434782608695,2,3,1,16,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19346,50,0,True,21,23,2,1,0.5,0.9130434782608695,2,3,1,16,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19346,75,0,True,21,23,2,1,0.5,0.9130434782608695,2,3,1,16,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19495,5,1,False,5,6,0,0,0.0,0.8333333333333334,0,0,0,5,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19495,10,1,False,10,12,0,0,0.0,0.9166666666666666,0,0,0,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19495,20,1,False,20,22,1,1,0.0,0.9090909090909091,0,2,0,18,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19495,30,1,False,30,32,1,1,0.0,0.9375,0,2,0,23,6,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19495,50,0,False,45,47,3,2,0.3333333333333333,0.9574468085106383,2,6,0,31,7,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19495,75,0,False,45,47,3,2,0.3333333333333333,0.9574468085106383,2,6,0,31,7,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19637,5,1,True,5,6,0,0,0.0,1.0,0,0,1,5,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19637,10,1,True,10,11,1,1,0.0,0.9090909090909091,0,1,1,8,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19637,20,0,True,19,20,1,1,0.0,0.9,2,2,1,14,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19637,30,0,True,19,20,1,1,0.0,0.9,2,2,1,14,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19637,50,0,True,19,20,1,1,0.0,0.9,2,2,1,14,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19637,75,0,True,19,20,1,1,0.0,0.9,2,2,1,14,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19783,5,1,True,5,8,0,0,0.0,1.0,0,0,1,6,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19783,10,1,True,10,14,0,0,0.0,0.9285714285714286,0,0,1,12,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19783,20,1,True,20,25,1,1,0.0,0.96,0,1,1,22,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19783,30,1,True,30,35,1,1,0.0,0.9142857142857143,0,3,1,29,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19783,50,0,True,43,48,1,1,0.0,0.9375,2,4,1,37,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19783,75,0,True,43,48,1,1,0.0,0.9375,2,4,1,37,2,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19954,5,1,True,5,6,1,1,0.0,1.0,0,1,0,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19954,10,1,True,10,11,3,3,0.0,1.0,0,3,0,6,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19954,20,0,True,19,20,3,3,0.0,1.0,2,4,0,11,2,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19954,30,0,True,19,20,3,3,0.0,1.0,2,4,0,11,2,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19954,50,0,True,19,20,3,3,0.0,1.0,2,4,0,11,2,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-19954,75,0,True,19,20,3,3,0.0,1.0,2,4,0,11,2,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20154,5,1,True,5,7,1,1,0.0,1.0,0,1,1,4,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20154,10,1,True,10,12,3,3,0.0,1.0,0,3,1,7,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20154,20,1,True,20,22,5,5,0.0,0.9545454545454546,0,5,1,15,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20154,30,0,True,24,26,5,5,0.0,0.9615384615384616,2,6,1,16,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20154,50,0,True,24,26,5,5,0.0,0.9615384615384616,2,6,1,16,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20154,75,0,True,24,26,5,5,0.0,0.9615384615384616,2,6,1,16,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20428,5,1,False,5,9,0,0,0.0,1.0,0,0,1,8,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20428,10,1,False,10,15,0,0,0.0,0.9333333333333333,0,0,1,13,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20428,20,1,False,20,26,0,0,0.0,0.9615384615384616,0,0,1,24,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20428,30,1,False,30,39,0,0,0.0,0.9743589743589743,0,0,1,37,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20428,50,1,False,50,60,0,0,0.0,0.9833333333333333,1,2,1,54,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20428,75,0,False,51,61,0,0,0.0,0.9836065573770492,2,2,1,54,1,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20438,5,1,False,5,8,0,0,0.0,1.0,0,0,2,6,0,0,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20438,10,1,False,10,13,0,0,0.0,0.9230769230769231,0,0,2,10,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20438,20,1,False,20,23,1,1,0.0,0.9565217391304348,0,1,2,19,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20438,30,1,False,30,33,1,1,0.0,0.9393939393939394,0,1,2,29,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20438,50,1,False,50,53,2,1,0.5,0.9433962264150944,0,3,2,47,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20438,75,0,False,74,78,2,1,0.5,0.9487179487179487,2,5,2,66,1,2,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20590,5,1,True,5,8,0,0,0.0,0.875,0,0,0,7,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20590,10,1,True,10,14,2,2,0.0,0.8571428571428571,0,2,0,11,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20590,20,1,True,20,26,2,2,0.0,0.8846153846153846,2,3,0,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20590,30,0,True,20,26,2,2,0.0,0.8846153846153846,2,3,0,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20590,50,0,True,20,26,2,2,0.0,0.8846153846153846,2,3,0,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20590,75,0,True,20,26,2,2,0.0,0.8846153846153846,2,3,0,20,0,1,0
Claude 4.5 Opus high,20260217_mini-v2.0.0_claude-4-5-opus-high,sympy__sympy-20801,5,1,True,5,9,0,0,0.0,1.0,0,0,0,8,0,1,0
